Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Mon Sep 17 19:41:03 +0000 2018,0.0,1.0,0.0,Corporate America is spending more on buybacks than anything else https://t.co/3OcWdxvDAF https://t.co/hUNp9YXEQN,51,@CNN
0.5574,Mon Sep 17 19:37:21 +0000 2018,0.0,0.769,0.231,These senators could make or break Brett Kavanaugh's Supreme Court nomination https://t.co/c4LqVdNngO https://t.co/NtgTnRUyav,52,@CNN
-0.4767,Mon Sep 17 19:21:31 +0000 2018,0.204,0.796,0.0,"Vernon Unsworth, a caver accused by Elon Musk of being a pedophile, has filed a defamation lawsuit against the Tesl… https://t.co/aL50R2tgH4",53,@CNN
0.6486,Mon Sep 17 19:10:34 +0000 2018,0.086,0.623,0.292,"US Ambassador to the United Nations Nikki Haley accused Russia of ""cheating"" and acting like a ""virus"" by helping N… https://t.co/lbssWyG8de",54,@CNN
-0.8957,Mon Sep 17 19:05:12 +0000 2018,0.435,0.565,0.0,"A female aid worker abducted in Nigeria's troubled northeast region has been killed, the International Committee of… https://t.co/IXKrPun1wA",55,@CNN
-0.7717,Mon Sep 17 19:03:19 +0000 2018,0.295,0.705,0.0,"If not for a would-be victim's quick thinking, a supervisory Border Patrol agent accused in a string of killings in… https://t.co/48TjOcsGuv",56,@CNN
0.4019,Mon Sep 17 18:43:45 +0000 2018,0.0,0.891,0.109,The plan could boost the stock price from about 2 cents to as much as $10 — enough to possibly keep the stock tradi… https://t.co/p5KzLoEoJH,57,@CNN
0.3182,Mon Sep 17 18:39:10 +0000 2018,0.0,0.881,0.119,Executives at MoviePass' parent company are asking shareholders to vote on a plan that could increase the company's… https://t.co/dp4Di4vOYn,58,@CNN
0.0,Mon Sep 17 18:30:07 +0000 2018,0.0,1.0,0.0,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/OZvVeq3jpX https://t.co/SHSacdL2up,59,@CNN
-0.4019,Mon Sep 17 18:20:07 +0000 2018,0.153,0.847,0.0,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/JpFeYhDv3u https://t.co/nLS4HgDSHD",60,@CNN
0.0,Mon Sep 17 18:10:04 +0000 2018,0.0,1.0,0.0,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/6ZiZW5q7qw,61,@CNN
0.0,Mon Sep 17 18:00:18 +0000 2018,0.0,1.0,0.0,"Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/sON8jMXxpz",62,@CNN
-0.3612,Mon Sep 17 17:50:07 +0000 2018,0.143,0.857,0.0,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/zszB2MuLDH,63,@CNN
-0.0258,Mon Sep 17 17:40:06 +0000 2018,0.102,0.8,0.098,They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/gJTbjSjkmK,64,@CNN
0.0,Mon Sep 17 17:30:09 +0000 2018,0.0,1.0,0.0,"Jaguar Land Rover has put 1,000 workers at one of its UK plants on a three-day work week because of plummeting dies… https://t.co/1xLTHeewzt",65,@CNN
-0.4019,Mon Sep 17 17:20:06 +0000 2018,0.153,0.847,0.0,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/kLbQTHxmlw https://t.co/x3CdR7ZjLp",66,@CNN
0.0,Mon Sep 17 17:10:06 +0000 2018,0.0,1.0,0.0,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/ch176tp29f https://t.co/rxeDVzEjLU,67,@CNN
-0.3612,Mon Sep 17 17:00:17 +0000 2018,0.143,0.857,0.0,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/Qo4aCdi1YN,68,@CNN
0.0,Mon Sep 17 16:50:10 +0000 2018,0.0,1.0,0.0,Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/jAVHD7SRjX,69,@CNN
-0.8126,Mon Sep 17 16:40:05 +0000 2018,0.316,0.684,0.0,A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/1zOv4DID57,70,@CNN
-0.1779,Mon Sep 17 16:30:01 +0000 2018,0.119,0.796,0.085,Amazon is investigating allegations that some of its employees have offered to leak confidential information and de… https://t.co/rQ2XAIahvJ,71,@CNN
0.016,Mon Sep 17 16:20:07 +0000 2018,0.203,0.591,0.206,"The woman accusing Supreme Court nominee Brett Kavanaugh of physical and sexual assault ""should not be ignored or i… https://t.co/ILYRBRdACI",72,@CNN
0.0,Mon Sep 17 16:10:03 +0000 2018,0.0,1.0,0.0,"If you don't have enough cash to buy a new iPhone with X in its name, you can freshen up your existing device with… https://t.co/ubHhhdjO1w",73,@CNN
0.0,Mon Sep 17 16:00:14 +0000 2018,0.0,1.0,0.0,"""To me, I figured this is the right thing to do"": A teenager found a purse with $10,000 inside and returned it… https://t.co/JUcdQpiS5x",74,@CNN
0.1779,Mon Sep 17 15:50:13 +0000 2018,0.0,0.876,0.124,Coca-Cola is considering a move into the growing market for cannabis-infused drinks https://t.co/1LMc58XgDt https://t.co/WYpjZQRSo4,75,@CNN
0.0,Mon Sep 17 15:40:04 +0000 2018,0.0,1.0,0.0,"Nearly 1 in 11 middle and high school students in the US has used cannabis in an e-cigarette, according to a new re… https://t.co/CGQEAowTaG",76,@CNN
0.128,Mon Sep 17 15:30:00 +0000 2018,0.0,0.923,0.077,From roommates to co-CEOs – how @cbzakin and @DMWeisberg launched @theskimm on the couch of their NYC apartment and… https://t.co/y7RgxjAjZV,77,@CNN
0.128,Mon Sep 17 15:20:10 +0000 2018,0.0,0.93,0.07,Judge Brett Kavanaugh is at the White House meeting with the White House legal team to prepare for potential interv… https://t.co/2yXmdBoMjP,78,@CNN
0.3111,Mon Sep 17 15:10:06 +0000 2018,0.097,0.752,0.15,"Supreme Court nominee Brett Kavanaugh is not opposed to sharing his point of view, answering more questions or prov… https://t.co/bDUtNboIsW",79,@CNN
0.0258,Mon Sep 17 15:00:02 +0000 2018,0.098,0.8,0.102,President Trump is planning to impose a fresh round of tariffs targeting about $200 billion in Chinese goods as ear… https://t.co/jxdOoymP5B,80,@CNN
0.0,Mon Sep 17 14:55:00 +0000 2018,0.0,1.0,0.0,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/yGm6UrSMI4",81,@CNN
0.6908,Mon Sep 17 14:50:00 +0000 2018,0.0,0.769,0.231,"In her first solo project as a member of the royal family, Meghan, Duchess of Sussex, is supporting a new charity c… https://t.co/hj6RGd5KKv",82,@CNN
0.0,Mon Sep 17 14:40:00 +0000 2018,0.0,1.0,0.0,"In mid-August, just after sunset, the skies over Amsterdam were lit by a swarm of 300 glowing drones moving through… https://t.co/NW6gNEq4UH",83,@CNN
0.5574,Mon Sep 17 14:33:06 +0000 2018,0.0,0.825,0.175,Supreme Court nominee Brett Kavanaugh has released a new statement on the allegation of physical and sexual assault… https://t.co/OMP7zQm7a8,84,@CNN
-0.5994,Mon Sep 17 14:30:00 +0000 2018,0.328,0.672,0.0,20 things to eat before you die: https://t.co/Pj421cgKsJ https://t.co/lNO5JdERBK,85,@CNN
0.0,Mon Sep 17 14:20:00 +0000 2018,0.0,1.0,0.0,"Ever wondered what all those switches, dials and levers do in the cockpit of an airplane? We did too, so we asked a… https://t.co/bYg8OPJwUV",86,@CNN
0.0,Mon Sep 17 14:10:00 +0000 2018,0.0,1.0,0.0,CNN Meteorologist @VanDamCNN tracked Hurricane Florence from start to finish. Here's how the storm unfolded from hi… https://t.co/DVxStFNq9e,87,@CNN
0.0,Mon Sep 17 14:00:06 +0000 2018,0.0,1.0,0.0,"In a rare bipartisan move, the Senate is expected to vote today on legislation aimed at combating the opioid epidem… https://t.co/qluY14WoRD",88,@CNN
0.0,Mon Sep 17 13:50:29 +0000 2018,0.0,1.0,0.0,"This drone video shows a flooded downtown Fayetteville, North Carolina, after Florence dropped more than 16 inches… https://t.co/QuX7N22kal",89,@CNN
0.0,Mon Sep 17 13:40:42 +0000 2018,0.0,1.0,0.0,The Australian government has ordered a federal investigation into the contamination of strawberries with needles a… https://t.co/S54ufkEkvZ,90,@CNN
-0.4019,Mon Sep 17 13:24:15 +0000 2018,0.153,0.847,0.0,"More than 9,000 US children are injured by infant walkers every year, study finds https://t.co/uuT1HK2QQ8 https://t.co/gD14nU5IW6",91,@CNN
0.1531,Mon Sep 17 13:17:14 +0000 2018,0.085,0.806,0.109,"RT @drsanjaygupta: Do you take a low-dose aspirin every day? A large new study finds, for many healthy older adults, the risks outweigh the…",92,@CNN
0.0,Mon Sep 17 13:02:17 +0000 2018,0.0,1.0,0.0,There have been more than 500 reports of price gouging in North Carolina after Florence https://t.co/mT4hJ3cB69 https://t.co/mwgTnq6Mq8,93,@CNN
-0.3612,Mon Sep 17 13:01:40 +0000 2018,0.143,0.857,0.0,Multi-surface cleaners and other commonly used household disinfectants could be making children overweight by alter… https://t.co/RG1gdyUAD6,94,@CNN
0.0,Mon Sep 17 12:33:12 +0000 2018,0.0,1.0,0.0,Scientists believe they have discovered the first examples of air pollution traveling through the bloodstream of pr… https://t.co/tbSn8NbmNB,95,@CNN
-0.8126,Mon Sep 17 12:22:51 +0000 2018,0.316,0.684,0.0,A supervisory US Border Patrol agent who authorities are calling a serial killer was arrested Saturday in the death… https://t.co/l4gOpLdal1,96,@CNN
-0.3182,Mon Sep 17 12:08:10 +0000 2018,0.103,0.897,0.0,This North Carolina family just lost their home to hurricane flooding for the second time in less than 20 years… https://t.co/xLZRWW6GUW,97,@CNN
0.4404,Mon Sep 17 11:47:44 +0000 2018,0.073,0.773,0.155,JUST IN: The lawyer for a woman accusing Supreme Court nominee Brett Kavanaugh says her client is willing to testif… https://t.co/N70ZCkuCAk,98,@CNN
-0.0258,Mon Sep 17 11:30:09 +0000 2018,0.102,0.8,0.098,They watched their homes get ripped apart and the government struggle to restore water and power. A year after Hurr… https://t.co/3WLfzNkzLP,99,@CNN
0.0,Tue Sep 18 01:17:00 +0000 2018,0.0,1.0,0.0,The alleged gang member who police called Baltimore’s “No. 1 trigger puller” will go on trial as part of a federal… https://t.co/IFH6pOHxqB,0,@FoxNews
0.4588,Tue Sep 18 01:10:34 +0000 2018,0.0,0.8,0.2,"Emmy Awards open with political monologue, shine a light on diversity and #MeToo https://t.co/og4dopRcST",1,@FoxNews
0.1935,Tue Sep 18 00:55:00 +0000 2018,0.104,0.751,0.145,"Senate approves bipartisan opioid legislation, cracking down on shipments Trump called 'almost a form of warfare' https://t.co/aZ2vhF1GGq",2,@FoxNews
0.7184,Tue Sep 18 00:49:31 +0000 2018,0.0,0.739,0.261,"Emmys host Michael Che says the only white people who thank Jesus at award shows are Republicans, 'ex-crackheads' https://t.co/bOpxIMWOnH",3,@FoxNews
0.0,Tue Sep 18 00:39:00 +0000 2018,0.0,1.0,0.0,.@GordonGChang: @POTUS' latest China tariffs are the right thing to do. (via @FoxNewsOpinion) https://t.co/NsoXaJci3e,4,@FoxNews
-0.5423,Tue Sep 18 00:32:00 +0000 2018,0.212,0.788,0.0,'Inside Edition' crew gets robbed while reporting on San Francisco Bay Area crime. https://t.co/dpQM8LfLpc,5,@FoxNews
0.0,Tue Sep 18 00:24:53 +0000 2018,0.0,1.0,0.0,".@LelandVittert and his crew were riding along with a first responder in flood-ravaged Chinquapin, North Carolina,… https://t.co/vVBninbXPQ",6,@FoxNews
-0.4019,Tue Sep 18 00:18:00 +0000 2018,0.184,0.816,0.0,"Washington Post report on passport crackdown had glaring factual problems, HuffPost finds. https://t.co/h2VSQO5zHC",7,@FoxNews
-0.802,Tue Sep 18 00:11:00 +0000 2018,0.357,0.551,0.092,"Cape Cod shark attack survivor Dr. William Lytton on separate, fatal shark attack along Massachusetts coast: “I had… https://t.co/AiSMTegSfZ",8,@FoxNews
-0.4215,Tue Sep 18 00:05:00 +0000 2018,0.141,0.859,0.0,"FLORENCE AFTERMATH: Fox News drone footage captured the devastation in North Carolina, from homes underwater to roa… https://t.co/ukT6qISgwZ",9,@FoxNews
0.0,Mon Sep 17 23:56:05 +0000 2018,0.0,1.0,0.0,Horseback ride through New York City raises awareness for veteran suicides https://t.co/TP9LkDA2Bh,10,@FoxNews
0.0772,Mon Sep 17 23:43:10 +0000 2018,0.074,0.837,0.089,".@KarenPierceUN: “I think it’s important to be tough on Russia, because we need full implementation of the sanction… https://t.co/LHmCAaekEh",11,@FoxNews
-0.0772,Mon Sep 17 23:36:28 +0000 2018,0.058,0.942,0.0,.@KarenPierceUN: “I think it was right to show the North Korean regime that they need to be serious on their part.… https://t.co/TPe7weA8t3,12,@FoxNews
0.0,Mon Sep 17 23:35:00 +0000 2018,0.0,1.0,0.0,.@USNavy to flight test first-of-its-kind carrier-launched drone in 2021 https://t.co/sqPgRdH0Iq,13,@FoxNews
-0.1027,Mon Sep 17 23:27:11 +0000 2018,0.135,0.865,0.0,.@POTUS imposes tariffs on $200B more of Chinese goods https://t.co/oM3YTviv4u,14,@FoxNews
0.0,Mon Sep 17 23:13:07 +0000 2018,0.0,1.0,0.0,".@mercedesschlapp: “Judge Kavanaugh is someone with impeccable credentials, someone who I know personally.”… https://t.co/cPn0I0zoNa",15,@FoxNews
0.4588,Mon Sep 17 23:06:02 +0000 2018,0.0,0.769,0.231,'Black-ish' actress Jenifer Lewis dons Nike sweatshirt at Emmy Awards https://t.co/sYTa8yR1rl,16,@FoxNews
-0.7717,Mon Sep 17 23:01:54 +0000 2018,0.242,0.758,0.0,RT @LelandVittert: Dogs left for dead during #Florence swam thru flood waters to a porch—we heard barking while out with local fire dept. @…,17,@FoxNews
-0.7003,Mon Sep 17 22:54:39 +0000 2018,0.266,0.734,0.0,New Jersey passenger who threatened to put flight attendant 'in a body bag' pleads guilty to disrupting flight. https://t.co/Pd4fL7n8cB,18,@FoxNews
-0.3182,Mon Sep 17 22:52:13 +0000 2018,0.249,0.61,0.141,TripAdvisor forced to suspend reviews for plastic 'Bude tunnel' after it becomes highest rated attraction. https://t.co/4C7dW4o9Ed,19,@FoxNews
-0.2263,Mon Sep 17 22:41:19 +0000 2018,0.119,0.881,0.0,"BREAKING: Senate panel invites Kavanaugh, accuser to public hearing; Thursday vote delayed, sources say. https://t.co/aan2O2eCXp",20,@FoxNews
0.0,Mon Sep 17 22:37:40 +0000 2018,0.0,1.0,0.0,McConnell: Why Did Dems Not Raise Kavanaugh Accuser Concerns During 65 Prior Meetings?https://t.co/ZKdgS1veNd,21,@FoxNews
-0.6486,Mon Sep 17 22:25:00 +0000 2018,0.301,0.699,0.0,"Florence spawns reported tornadoes in Virginia, leaves at least 1 dead. https://t.co/JCtQ2fCDJM",22,@FoxNews
0.0,Mon Sep 17 22:19:10 +0000 2018,0.0,1.0,0.0,President Trump is ordering the declassification of FISA documents sought after by congressional committees. Cather… https://t.co/kc4VgosUI3,23,@FoxNews
-0.1027,Mon Sep 17 22:12:00 +0000 2018,0.242,0.547,0.211,.@BretBaier: Kavanaugh Allegation 'Politically Dangerous' for Both Parties. https://t.co/9LrFNsY48P,24,@FoxNews
-0.5859,Mon Sep 17 22:08:14 +0000 2018,0.241,0.759,0.0,Judge Brett Kavanaugh responds to sexual assault allegations against him. #SpecialReport https://t.co/HMsZ754hii https://t.co/6JNIbo8H5P,25,@FoxNews
-0.7717,Mon Sep 17 21:55:00 +0000 2018,0.489,0.511,0.0,Ice cream truck fatally strikes 2-year-old Missouri girl https://t.co/DJtUZwPoxD,26,@FoxNews
-0.6705,Mon Sep 17 21:50:00 +0000 2018,0.273,0.727,0.0,Roseanne Barr says her 'Conners' character gets killed off by opioid overdose https://t.co/MEnCIxi3eo,27,@FoxNews
0.0,Mon Sep 17 21:46:52 +0000 2018,0.0,1.0,0.0,"BREAKING: Trump orders feds to declassify key FISA documents, text messages in FBI Russia probe. https://t.co/x3XDEsfkMg",28,@FoxNews
-0.0258,Mon Sep 17 21:42:00 +0000 2018,0.109,0.891,0.0,Ex-Trump aide Michael Flynn could be sentenced in November https://t.co/olcmBh3Ry7,29,@FoxNews
0.0,Mon Sep 17 21:37:00 +0000 2018,0.0,1.0,0.0,"Steve Harrigan has an update on Florence-related flooding in Keith Hill, North Carolina. https://t.co/pdBum9Z9Wv https://t.co/EVLnXq7WsB",30,@FoxNews
0.0,Mon Sep 17 21:32:00 +0000 2018,0.0,1.0,0.0,"Road reopens to previously closed-off Wilmington, North Carolina. @RickLeventhal has an update.… https://t.co/nf9HAPlPgZ",31,@FoxNews
0.0,Mon Sep 17 21:27:55 +0000 2018,0.0,1.0,0.0,"West Virginia man allegedly huffed paint, beat mom with spatula https://t.co/EfCMtCev2W",32,@FoxNews
0.5719,Mon Sep 17 21:22:28 +0000 2018,0.0,0.575,0.425,.@POTUS celebrates Hispanic Heritage Month.  https://t.co/6ZReYOoAl1,33,@FoxNews
-0.4767,Mon Sep 17 21:18:00 +0000 2018,0.205,0.795,0.0,Cat blamed for knocking out power to thousands of New Orleans residents https://t.co/39hj3SDlDj,34,@FoxNews
-0.2516,Mon Sep 17 21:14:22 +0000 2018,0.125,0.875,0.0,".@realDonaldTrump on Kavanaugh nomination process: “If it takes a little delay, it’ll take a little delay.”… https://t.co/8aUfBi9n2j",35,@FoxNews
-0.5267,Mon Sep 17 21:07:00 +0000 2018,0.286,0.714,0.0,"Health officials: Hurricane Florence could leave deadly diseases, illnesses in its wake https://t.co/nLQgGMcchA",36,@FoxNews
0.0,Mon Sep 17 21:06:26 +0000 2018,0.0,1.0,0.0,Secretary of State Mike Pompeo makes remarks. https://t.co/nj28Gd3pW3,37,@FoxNews
-0.1461,Mon Sep 17 20:57:44 +0000 2018,0.166,0.733,0.102,"Historian @DorisKGoodwin: “If you feel like you’re an American, why can you not share credit with the people who ca… https://t.co/Rx3OFWJTMy",38,@FoxNews
-0.3612,Mon Sep 17 20:51:27 +0000 2018,0.251,0.606,0.143,Children buy back beloved Ford Mustang dad sold to pay mom's cancer bills 17 years ago https://t.co/TN1ioYwIZY,39,@FoxNews
-0.9042,Mon Sep 17 20:37:58 +0000 2018,0.505,0.495,0.0,'Momo' horror: Teen self-harms after family is threatened through social media 'suicide game' https://t.co/4DKpoHtw6J,40,@FoxNews
-0.6124,Mon Sep 17 20:30:43 +0000 2018,0.2,0.8,0.0,RT @FoxBusiness: AT THE CLOSE: U.S. stocks were lower Monday on tariff fears as @POTUS plans to make a trade announcement regarding China.…,41,@FoxNews
-0.3818,Mon Sep 17 20:28:46 +0000 2018,0.157,0.843,0.0,".@SenatorCollins: ""Obviously if Judge Kavanaugh has lied about what happened, that would be disqualifying.""… https://t.co/UxMqj039NS",42,@FoxNews
-0.1779,Mon Sep 17 20:27:00 +0000 2018,0.129,0.773,0.099,".@SenatorCollins: ""There are an awful lot of questions, inconsistencies, gaps, and that's why to be fair to both, w… https://t.co/z3fKDidivZ",43,@FoxNews
-0.25,Mon Sep 17 20:22:55 +0000 2018,0.124,0.806,0.07,".@SenatorCollins on Kavanaugh sexual misconduct accusations: ""I want to have both individuals come before the Senat… https://t.co/5OF4wo9iif",44,@FoxNews
0.0,Mon Sep 17 20:20:09 +0000 2018,0.0,1.0,0.0,.@SenatorCollins delivers remarks on the allegations against Judge Kavanaugh. https://t.co/V9sHbseD60,45,@FoxNews
0.6369,Mon Sep 17 20:18:36 +0000 2018,0.137,0.476,0.387,A list of Republicans supporting a Kavanaugh Supreme Court confirmation hearing delay. https://t.co/zSrEfQJZgu,46,@FoxNews
-0.0516,Mon Sep 17 20:08:59 +0000 2018,0.148,0.714,0.138,JUST IN: Sen. @OrrinHatch says Kavanaugh denied being at party as described by sex-assault accuser. https://t.co/8SjsDOnBYn,47,@FoxNews
0.0,Mon Sep 17 20:06:54 +0000 2018,0.0,1.0,0.0,".@SenateMajLdr: ""The chain of custody of this letter runs through the Democratic side of the Judiciary Committee.""… https://t.co/LgkWTWrLnp",48,@FoxNews
0.0,Mon Sep 17 20:06:09 +0000 2018,0.0,1.0,0.0,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/PWWowxgw5N,49,@FoxNews
0.0,Mon Sep 17 20:04:24 +0000 2018,0.0,1.0,0.0,".@SenateMajLdr: ""[Democrats] did not raise it in the closed session, the proper forum where such an allegation coul… https://t.co/8V0JvVzyAh",50,@FoxNews
-0.3612,Mon Sep 17 20:02:31 +0000 2018,0.159,0.738,0.103,RT @LelandVittert: Left for dead during rising floodwaters of #HurricaneFlorence we rescued these guys on @foxnews stay tuned for how to he…,51,@FoxNews
0.0,Mon Sep 17 19:49:45 +0000 2018,0.0,1.0,0.0,".@SenateMajLdr: ""Neither she [Feinstein] nor any of her Democratic colleagues chose to raise this allegation during… https://t.co/W1EY0B9z6K",52,@FoxNews
-0.7096,Mon Sep 17 19:45:03 +0000 2018,0.282,0.718,0.0,"Many roads are closed and severely damaged after Hurricane Florence. @RickLeventhal reports from Ogden, North Carol… https://t.co/W2Fj2eOIU2",53,@FoxNews
0.34,Mon Sep 17 19:45:00 +0000 2018,0.0,0.833,0.167,.@nikkihaley and her Russian counterpart trade barbs at UN Security Council meeting https://t.co/LAwwtbaeex,54,@FoxNews
0.0,Mon Sep 17 19:41:09 +0000 2018,0.0,1.0,0.0,"Rivers and flood waters are still rising in North Carolina, days after Hurricane Florence ravaged the area.… https://t.co/Fr1daE48jU",55,@FoxNews
-0.743,Mon Sep 17 19:37:06 +0000 2018,0.474,0.526,0.0,A weakened Florence continues destructive path to the northeast. https://t.co/oVX8BP07Wt,56,@FoxNews
-0.2516,Mon Sep 17 19:29:48 +0000 2018,0.118,0.882,0.0,"BREAKING: Trump defends Kavanaugh in first comments on allegations, says 'little delay' may be needed. https://t.co/sPyfZuz2Tf",57,@FoxNews
0.0,Mon Sep 17 19:27:00 +0000 2018,0.0,1.0,0.0,".@POTUS: ""This should have been brought up a long time ago."" https://t.co/ejCUdbIn66 https://t.co/Np3b2COhL6",58,@FoxNews
-0.5574,Mon Sep 17 19:25:04 +0000 2018,0.204,0.796,0.0,".@POTUS on calls for a delay on the Senate's Kavanaugh vote: ""If it takes a little delay, it'll take a little delay… https://t.co/y04noT42N0",59,@FoxNews
0.4019,Mon Sep 17 19:21:11 +0000 2018,0.0,0.876,0.124,".@POTUS: ""I wish the Democrats could have done this a lot sooner because they had this information for many months.… https://t.co/TrxhB2IWMI",60,@FoxNews
0.0,Mon Sep 17 19:20:17 +0000 2018,0.0,1.0,0.0,".@POTUS: ""Judge Kavanaugh is one of the finest people I have ever known."" https://t.co/ejCUdbqMey https://t.co/TOebat5BIA",61,@FoxNews
-0.0516,Mon Sep 17 19:16:00 +0000 2018,0.167,0.677,0.156,"New Hampshire man has toddler climb into arcade game to steal prizes, police say https://t.co/iMu1Hqwnyl",62,@FoxNews
0.4404,Mon Sep 17 19:09:01 +0000 2018,0.0,0.888,0.112,"John Yoo on Manafort plea deal: “The good news for President Trump is even with the plea, you still don’t see any c… https://t.co/JT5Jmqu7YP",63,@FoxNews
-0.3612,Mon Sep 17 19:01:19 +0000 2018,0.098,0.902,0.0,"John Yoo: “I doubt that a lot new will turn up, because this happened so long ago — over about 35 years ago. The on… https://t.co/YTQwj2Ecfq",64,@FoxNews
0.0,Mon Sep 17 18:56:25 +0000 2018,0.0,1.0,0.0,.@SenatorCollins to weigh in on allegations against Judge Kavanaugh https://t.co/90r2IySN2f https://t.co/E0GMb5Atp8,65,@FoxNews
0.5267,Mon Sep 17 18:51:58 +0000 2018,0.0,0.761,0.239,Floodwaters remain high after Hurricane Florence. @KristinaParts has an update from aboard a volunteer rescue boat.… https://t.co/Cm06Jt35Zl,66,@FoxNews
0.0,Mon Sep 17 18:46:39 +0000 2018,0.0,1.0,0.0,Senator @ChuckGrassley statement on allegations against Judge Kavanaugh https://t.co/ejCUdbqMey https://t.co/wLxYcHTwlT,67,@FoxNews
0.0,Mon Sep 17 18:41:02 +0000 2018,0.0,1.0,0.0,Democratic statement on Judge Brett Kavanaugh https://t.co/90r2IySN2f https://t.co/Ji3wF1pk8b,68,@FoxNews
0.0,Mon Sep 17 18:32:04 +0000 2018,0.0,1.0,0.0,David Goodfriend: “If indeed the Republicans…are raising their own concerns about spending the time to analyze this… https://t.co/ZMg58gjt5e,69,@FoxNews
0.0,Mon Sep 17 18:19:45 +0000 2018,0.0,1.0,0.0,North Carolina rivers could crest at historic levels https://t.co/4wHdtvvGc4 https://t.co/Gn0HPQHAhI,70,@FoxNews
0.6249,Mon Sep 17 18:01:58 +0000 2018,0.078,0.615,0.307,"RT @FoxBusiness: Tight job market means better pay, benefits – even for seasonal workers https://t.co/fLAyo10Wjw",71,@FoxNews
-0.296,Mon Sep 17 17:45:00 +0000 2018,0.155,0.845,0.0,OPINION: Kavanaugh confirmation: Four ways Democrats' plan to derail nomination could backfire https://t.co/HIXfsfWVzq,72,@FoxNews
0.4767,Mon Sep 17 17:31:00 +0000 2018,0.0,0.807,0.193,"'Trail to Zero' horseback ride raises awareness for veteran suicides, provides therapeutic relief https://t.co/TP9LkDA2Bh",73,@FoxNews
-0.6908,Mon Sep 17 17:00:01 +0000 2018,0.263,0.737,0.0,'Carol Burnett' star Tim Conway recovers from brain surgery as family battle over comic's fate rages on https://t.co/Ta4jJjhUlL,74,@FoxNews
0.3818,Mon Sep 17 16:52:00 +0000 2018,0.0,0.729,0.271,Stunning sphinx discovered at ancient Egyptian temple https://t.co/WTiJJkTPAS,75,@FoxNews
0.0,Mon Sep 17 16:45:00 +0000 2018,0.0,1.0,0.0,New Ram Midsize pickup to be built in USA https://t.co/LimGx8o5lU,76,@FoxNews
